case_id,prefix,k,time_passed,recent_time,latest_time,next_time
Case211,turning-&-milling-q.c. laser-marking---machine-7 laser-marking---machine-7 lapping---machine-1 lapping---machine-1 final-inspection-q.c.,5,1,2,1,1
Case211,turning-&-milling-q.c. laser-marking---machine-7 laser-marking---machine-7 lapping---machine-1 lapping---machine-1 final-inspection-q.c. final-inspection-q.c.,6,2,3,1,1
Case211,turning-&-milling-q.c. laser-marking---machine-7 laser-marking---machine-7 lapping---machine-1 lapping---machine-1 final-inspection-q.c. final-inspection-q.c. packing,7,3,3,1,0
Case211,turning-&-milling-q.c. laser-marking---machine-7 laser-marking---machine-7 lapping---machine-1 lapping---machine-1 final-inspection-q.c. final-inspection-q.c. packing packing,8,3,1,0,1
Case206,turning-&-milling-q.c.,0,0,0,0,0
Case206,turning-&-milling-q.c. laser-marking---machine-7,1,0,0,0,0
Case206,turning-&-milling-q.c. laser-marking---machine-7 lapping---machine-1,2,0,0,0,9
Case206,turning-&-milling-q.c. laser-marking---machine-7 lapping---machine-1 round-grinding---manual,3,9,9,9,0
Case206,turning-&-milling-q.c. laser-marking---machine-7 lapping---machine-1 round-grinding---manual round-grinding---manual,4,9,10,0,0
Case206,turning-&-milling-q.c. laser-marking---machine-7 lapping---machine-1 round-grinding---manual round-grinding---manual final-inspection-q.c.,5,9,1,0,1
Case206,turning-&-milling-q.c. laser-marking---machine-7 lapping---machine-1 round-grinding---manual round-grinding---manual final-inspection-q.c. final-inspection-q.c.,6,10,2,1,0
Case206,turning-&-milling-q.c. laser-marking---machine-7 lapping---machine-1 round-grinding---manual round-grinding---manual final-inspection-q.c. final-inspection-q.c. packing,7,10,2,0,2
Case206,turning-&-milling-q.c. laser-marking---machine-7 lapping---machine-1 round-grinding---manual round-grinding---manual final-inspection-q.c. final-inspection-q.c. packing round-grinding---machine-12,8,12,3,2,0
Case206,turning-&-milling-q.c. laser-marking---machine-7 lapping---machine-1 round-grinding---manual round-grinding---manual final-inspection-q.c. final-inspection-q.c. packing round-grinding---machine-12 round-grinding---machine-12,9,12,2,0,0
Case206,turning-&-milling-q.c. laser-marking---machine-7 lapping---machine-1 round-grinding---manual round-grinding---manual final-inspection-q.c. final-inspection-q.c. packing round-grinding---machine-12 round-grinding---machine-12 round-grinding---machine-12,10,12,0,0,1
Case248,turning-&-milling---machine-9,0,0,0,0,0
Case248,turning-&-milling---machine-9 turning-&-milling---machine-9,1,0,0,0,0
Case248,turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling---machine-9,2,0,0,0,0
Case248,turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling---machine-9 lapping---machine-1,3,0,1,0,0
Case248,turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling---machine-9 lapping---machine-1 turning-&-milling-q.c.,4,0,1,0,0
Case248,turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling---machine-9 lapping---machine-1 turning-&-milling-q.c. laser-marking---machine-7,5,0,0,0,0
Case248,turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling---machine-9 lapping---machine-1 turning-&-milling-q.c. laser-marking---machine-7 flat-grinding---machine-11,6,0,0,0,0
Case248,turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling---machine-9 lapping---machine-1 turning-&-milling-q.c. laser-marking---machine-7 flat-grinding---machine-11 flat-grinding---machine-11,7,0,0,0,0
Case248,turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling---machine-9 lapping---machine-1 turning-&-milling-q.c. laser-marking---machine-7 flat-grinding---machine-11 flat-grinding---machine-11 lapping---machine-1,8,0,0,0,0
Case248,turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling---machine-9 lapping---machine-1 turning-&-milling-q.c. laser-marking---machine-7 flat-grinding---machine-11 flat-grinding---machine-11 lapping---machine-1 round-grinding---machine-2,9,0,0,0,0
Case248,turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling---machine-9 lapping---machine-1 turning-&-milling-q.c. laser-marking---machine-7 flat-grinding---machine-11 flat-grinding---machine-11 lapping---machine-1 round-grinding---machine-2 round-grinding---machine-2,10,0,0,0,0
Case248,turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling---machine-9 lapping---machine-1 turning-&-milling-q.c. laser-marking---machine-7 flat-grinding---machine-11 flat-grinding---machine-11 lapping---machine-1 round-grinding---machine-2 round-grinding---machine-2 round-grinding---machine-2,11,0,0,0,1
Case251,turning-&-milling---machine-5,0,0,0,0,0
Case251,turning-&-milling---machine-5 turning-&-milling---machine-5,1,0,0,0,0
Case251,turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5,2,0,0,0,0
Case251,turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling-q.c.,3,0,0,0,0
Case251,turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling-q.c. laser-marking---machine-7,4,0,0,0,0
Case251,turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling-q.c. laser-marking---machine-7 turning-&-milling-q.c.,5,0,0,0,34
Case251,turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling-q.c. laser-marking---machine-7 turning-&-milling-q.c. lapping---machine-1,6,34,35,34,5
Case251,turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling-q.c. laser-marking---machine-7 turning-&-milling-q.c. lapping---machine-1 other,7,39,40,5,0
Case251,turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling-q.c. laser-marking---machine-7 turning-&-milling-q.c. lapping---machine-1 other final-inspection-q.c.,8,39,5,0,0
Case251,turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling-q.c. laser-marking---machine-7 turning-&-milling-q.c. lapping---machine-1 other final-inspection-q.c. final-inspection-q.c.,9,39,1,0,0
Case251,turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling-q.c. laser-marking---machine-7 turning-&-milling-q.c. lapping---machine-1 other final-inspection-q.c. final-inspection-q.c. other,10,39,1,0,1
Case251,turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling-q.c. laser-marking---machine-7 turning-&-milling-q.c. lapping---machine-1 other final-inspection-q.c. final-inspection-q.c. other packing,11,40,1,1,0
Case251,turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling-q.c. laser-marking---machine-7 turning-&-milling-q.c. lapping---machine-1 other final-inspection-q.c. final-inspection-q.c. other packing final-inspection-q.c.,12,40,1,0,0
Case251,turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling-q.c. laser-marking---machine-7 turning-&-milling-q.c. lapping---machine-1 other final-inspection-q.c. final-inspection-q.c. other packing final-inspection-q.c. final-inspection-q.c.,13,40,0,0,1
Case163,packing,0,0,0,0,0
Case163,packing final-inspection-q.c.,1,0,0,0,0
Case163,packing final-inspection-q.c. turning-q.c.,2,0,0,0,1
Case163,packing final-inspection-q.c. turning-q.c. turning-q.c.,3,1,1,1,11
Case163,packing final-inspection-q.c. turning-q.c. turning-q.c. turning---machine-8,4,12,12,11,1
Case163,packing final-inspection-q.c. turning-q.c. turning-q.c. turning---machine-8 packing,5,13,13,1,1
Case200,other,0,0,0,0,2
Case200,other grinding-rework---machine-27,1,2,0,2,0
Case200,other grinding-rework---machine-27 final-inspection-q.c.,2,2,3,0,1
Case207,turning-&-milling---machine-6,0,0,0,0,0
Case207,turning-&-milling---machine-6 turning-&-milling---machine-6,1,0,0,0,0
Case207,turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6,2,0,1,0,0
Case207,turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6,3,0,0,0,0
Case207,turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6,4,0,0,0,0
Case207,turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6,5,0,0,0,0
Case207,turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6,6,0,0,0,0
Case207,turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6,7,0,0,0,0
Case207,turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6,8,0,0,0,0
Case207,turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6,9,0,0,0,0
Case207,turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6,10,0,0,0,0
Case207,turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6,11,0,0,0,0
Case207,turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6,12,0,0,0,0
Case207,turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6,13,0,0,0,0
Case207,turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-9,14,0,0,0,0
Case207,turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-9 turning-&-milling---machine-6,15,0,0,0,0
Case207,turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-9 turning-&-milling---machine-6 turning-&-milling-q.c.,16,0,0,0,1
Case253,turning-&-milling---machine-9,0,0,0,0,0
Case253,turning-&-milling---machine-9 turning-&-milling---machine-9,1,0,0,0,0
Case253,turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling-q.c.,2,0,0,0,0
Case253,turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling-q.c. turning-&-milling---machine-9,3,0,0,0,1
Case260,turning-&-milling---machine-6,0,0,0,0,10
Case260,turning-&-milling---machine-6 turning-&-milling---machine-6,1,10,0,10,0
Case260,turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6,2,10,10,0,0
Case260,turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6,3,10,0,0,1
Case260,turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6,4,11,2,1,0
Case260,turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6,5,11,2,0,0
Case260,turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling-q.c.,6,11,0,0,0
Case260,turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling-q.c. turning-&-milling---machine-6,7,11,0,0,0
Case260,turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling-q.c. turning-&-milling---machine-6 turning-&-milling---machine-6,8,11,0,0,0
Case260,turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling-q.c. turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling-q.c.,9,11,1,0,0
Case260,turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling-q.c. turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling-q.c. turning-&-milling-q.c.,10,11,1,0,2
Case260,turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling-q.c. turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling---machine-6,11,13,3,2,0
Case260,turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling-q.c. turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling---machine-6 turning-&-milling---machine-6,12,13,2,0,0
Case260,turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling-q.c. turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6,13,13,0,0,0
Case260,turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling-q.c. turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling-q.c.,14,13,0,0,0
Case260,turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling-q.c. turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling-q.c. turning-&-milling-q.c.,15,13,0,0,1
Case260,turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling-q.c. turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling---machine-6,16,14,1,1,0
Case260,turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling-q.c. turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling---machine-6 turning-&-milling---machine-6,17,14,1,0,0
Case260,turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling-q.c. turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6,18,14,0,0,0
Case260,turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling-q.c. turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6,19,14,0,0,0
Case260,turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling-q.c. turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6,20,14,0,0,0
Case260,turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling-q.c. turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6,21,14,0,0,0
Case260,turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling-q.c. turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling-q.c.,22,14,0,0,0
Case260,turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling-q.c. turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling-q.c. turning-&-milling---machine-6,23,14,0,0,0
Case260,turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling-q.c. turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling-q.c. turning-&-milling---machine-6 turning-&-milling---machine-6,24,14,0,0,0
Case260,turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling-q.c. turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling-q.c. turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6,25,14,0,0,0
Case260,turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling-q.c. turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling-q.c. turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6,26,14,0,0,1
Case182,turning-&-milling-q.c.,0,0,0,0,57
Case182,turning-&-milling-q.c. other,1,57,0,57,1
Case198,turning-&-milling---machine-5,0,0,0,0,0
Case198,turning-&-milling---machine-5 turning-&-milling---machine-5,1,0,0,0,0
Case198,turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5,2,0,0,0,0
Case198,turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5,3,0,0,0,1
Case269,turning-&-milling---machine-8,0,0,0,0,0
Case269,turning-&-milling---machine-8 turning-&-milling---machine-8,1,0,0,0,0
Case269,turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling-q.c.,2,0,0,0,0
Case269,turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling-q.c. turning-&-milling---machine-8,3,0,0,0,0
Case269,turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling-q.c. turning-&-milling---machine-8 turning-&-milling---machine-8,4,0,0,0,0
Case269,turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling-q.c. turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling-q.c.,5,0,0,0,0
Case269,turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling-q.c. turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling-q.c. turning-&-milling---machine-8,6,0,0,0,0
Case269,turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling-q.c. turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling-q.c. turning-&-milling---machine-8 turning-&-milling-q.c.,7,0,0,0,0
Case269,turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling-q.c. turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling-q.c. turning-&-milling---machine-8 turning-&-milling-q.c. turning-&-milling---machine-8,8,0,0,0,0
Case269,turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling-q.c. turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling-q.c. turning-&-milling---machine-8 turning-&-milling-q.c. turning-&-milling---machine-8 turning-&-milling-q.c.,9,0,0,0,12
Case269,turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling-q.c. turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling-q.c. turning-&-milling---machine-8 turning-&-milling-q.c. turning-&-milling---machine-8 turning-&-milling-q.c. lapping---machine-1,10,12,12,12,0
Case269,turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling-q.c. turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling-q.c. turning-&-milling---machine-8 turning-&-milling-q.c. turning-&-milling---machine-8 turning-&-milling-q.c. lapping---machine-1 laser-marking---machine-7,11,12,12,0,1
Case269,turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling-q.c. turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling-q.c. turning-&-milling---machine-8 turning-&-milling-q.c. turning-&-milling---machine-8 turning-&-milling-q.c. lapping---machine-1 laser-marking---machine-7 round-grinding---machine-2,12,13,1,1,0
Case269,turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling-q.c. turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling-q.c. turning-&-milling---machine-8 turning-&-milling-q.c. turning-&-milling---machine-8 turning-&-milling-q.c. lapping---machine-1 laser-marking---machine-7 round-grinding---machine-2 round-grinding---machine-2,13,13,1,0,0
Case269,turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling-q.c. turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling-q.c. turning-&-milling---machine-8 turning-&-milling-q.c. turning-&-milling---machine-8 turning-&-milling-q.c. lapping---machine-1 laser-marking---machine-7 round-grinding---machine-2 round-grinding---machine-2 round-grinding---machine-12,14,13,0,0,0
Case269,turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling-q.c. turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling-q.c. turning-&-milling---machine-8 turning-&-milling-q.c. turning-&-milling---machine-8 turning-&-milling-q.c. lapping---machine-1 laser-marking---machine-7 round-grinding---machine-2 round-grinding---machine-2 round-grinding---machine-12 round-grinding---machine-12,15,13,0,0,2
Case269,turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling-q.c. turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling-q.c. turning-&-milling---machine-8 turning-&-milling-q.c. turning-&-milling---machine-8 turning-&-milling-q.c. lapping---machine-1 laser-marking---machine-7 round-grinding---machine-2 round-grinding---machine-2 round-grinding---machine-12 round-grinding---machine-12 final-inspection-q.c.,16,15,2,2,0
